GeneId,GeneName,Chromosome,GeneLength,IntronicLength,TranscriptCount,GeneSetId,SplicedFragments,UnsplicedFragments,AdjTPM,RawTPM,FitResiduals,LowMapQualFrags
ENSG00000120217,CD274,chr9,20063,15962,5,chr9_40,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000197646,PDCD1LG2,chr9,60751,58326,1,chr9_41,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107036,RIC1,chr9,147532,138968,7,chr9_42,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000099219,ERMP1,chr9,129705,114473,30,chr9_42,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223621,AK4P4,chr9,645,0,1,chr9_42,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000183354,KIAA2026,chr9,126886,118402,6,chr9_43,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120215,MLANA,chr9,19717,16727,5,chr9_43,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000263575,MIR4665,chr9,78,0,1,chr9_43,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137040,RANBP6,chr9,4600,0,3,chr9_44,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000237274,GTF3AP1,chr9,1314,312,1,chr9_45,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137033,IL33,chr9,42197,38953,6,chr9_46,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000233846,SELENOTP1,chr9,486,0,1,chr9_47,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000170777,TPD52L3,chr9,3516,62,3,chr9_48,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147854,UHRF2,chr9,93903,84005,13,chr9_49,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000178445,GLDC,chr9,113262,104412,22,chr9_50,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000264530,RN7SL25P,chr9,259,0,1,chr9_50,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000206147,RPL23AP57,chr9,465,0,1,chr9_50,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000266863,RN7SL123P,chr9,291,0,1,chr9_51,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229057,RPS3AP54,chr9,1368,637,1,chr9_52,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231381,RNF2P1,chr9,1009,0,1,chr9_53,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232946,RPL35AP20,chr9,330,0,1,chr9_54,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231108,PRELID3BP11,chr9,478,0,1,chr9_55,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000256968,SNRPEP2,chr9,278,0,1,chr9_56,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107077,KDM4C,chr9,418007,407850,14,chr9_57,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000230581,ACTG1P14,chr9,1121,0,1,chr9_57,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000230207,RPL4P5,chr9,1275,0,1,chr9_58,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000178654,PPIAP33,chr9,554,0,1,chr9_59,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137038,DMAC1,chr9,91880,89157,3,chr9_60,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000153707,PTPRD,chr9,2298756,2287341,16,chr9_61,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000239102,RNU7-185P,chr9,59,0,1,chr9_61,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000225706,PTPRD-AS1,chr9,6688,1633,4,chr9_61,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000212829,RPS26P3,chr9,347,0,1,chr9_61,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000265735,RN7SL5P,chr9,320,0,1,chr9_61,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226717,PTPRD-AS2,chr9,7218,4383,1,chr9_62,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000230589,IMP3P1,chr9,556,0,1,chr9_63,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234146,AKAP8P1,chr9,1348,0,1,chr9_64,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231491,JKAMPP1,chr9,918,0,1,chr9_65,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000222581,RNU2-47P,chr9,185,0,1,chr9_66,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107165,TYRP1,chr9,24846,21120,7,chr9_67,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000235448,LURAP1L-AS1,chr9,115823,112766,4,chr9_67,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000243115,RN7SL849P,chr9,294,0,1,chr9_67,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000153714,LURAP1L,chr9,48040,44981,2,chr9_67,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000214121,PRDX1P1,chr9,595,0,1,chr9_68,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107186,MPDZ,chr9,173986,162661,18,chr9_69,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000270547,LINC01235,chr9,81745,78728,6,chr9_70,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000205636,LINC00583,chr9,17639,17255,1,chr9_71,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229268,PES1P2,chr9,1734,0,1,chr9_72,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223568,RPL3P11,chr9,1145,0,1,chr9_73,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000213954,ATP5PDP3,chr9,485,0,1,chr9_74,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147862,NFIB,chr9,317140,304399,22,chr9_75,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229029,CDCA4P1,chr9,623,0,1,chr9_76,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000175893,ZDHHC21,chr9,82361,72986,2,chr9_77,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147869,CER1,chr9,3009,1780,1,chr9_78,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000164946,FREM1,chr9,173843,165610,8,chr9_79,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000199814,RNU6-1260P,chr9,106,0,1,chr9_79,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000214110,LDHAP4,chr9,997,0,1,chr9_80,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232000,CLCN3P1,chr9,13900,12887,1,chr9_81,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234297,PSIP1P1,chr9,995,0,1,chr9_82,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000251960,RNU6-559P,chr9,97,0,1,chr9_83,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000155158,TTC39B,chr9,143738,131554,9,chr9_84,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215236,RPL7P33,chr9,741,0,1,chr9_85,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000164975,SNAPC3,chr9,43219,38129,7,chr9_86,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000251834,RNU6-319P,chr9,107,0,1,chr9_86,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000164985,PSIP1,chr9,46929,40204,11,chr9_86,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000240613,RN7SL98P,chr9,299,0,1,chr9_87,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000213362,FTH1P12,chr9,550,0,1,chr9_88,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000207433,RNU6-246P,chr9,106,0,1,chr9_89,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000164989,CCDC171,chr9,508620,496467,9,chr9_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231376,HMGN2P16,chr9,260,0,1,chr9_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000207360,RNU6-14P,chr9,105,0,1,chr9_90,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000205549,C9orf92,chr9,207055,206435,3,chr9_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000173068,BNC2,chr9,461340,446028,16,chr9_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234779,BNC2-AS1,chr9,710,285,1,chr9_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000233551,LSM1P1,chr9,272,0,1,chr9_91,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000241152,RN7SL720P,chr9,303,0,1,chr9_92,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226470,RPS29P33,chr9,145,0,1,chr9_93,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000044459,CNTLN,chr9,368941,357905,4,chr9_94,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000224488,SAMM50P1,chr9,1398,0,1,chr9_94,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107295,SH3GL2,chr9,218058,215375,2,chr9_95,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000228810,PABPC1P11,chr9,2157,152,1,chr9_95,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000178031,ADAMTSL1,chr9,1004387,990975,15,chr9_96,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000264638,MIR3152,chr9,73,0,1,chr9_96,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000252960,RN7SKP258,chr9,303,0,1,chr9_96,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000236857,RAP1BP1,chr9,552,0,1,chr9_96,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000155875,SAXO1,chr9,190452,181385,5,chr9_96,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000155876,RRAGA,chr9,1598,0,1,chr9_97,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147874,HAUS6,chr9,49763,42062,3,chr9_98,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000251733,SCARNA8,chr9,130,0,1,chr9_98,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000252943,RNU6-264P,chr9,103,0,1,chr9_98,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147872,PLIN2,chr9,40915,35914,8,chr9_99,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137145,DENND4C,chr9,143846,134398,9,chr9_100,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137154,RPS6,chr9,4521,1829,5,chr9_101,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234853,NDUFA5P3,chr9,670,327,1,chr9_102,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000177076,ACER2,chr9,43496,40729,1,chr9_103,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231909,MAP1LC3BP1,chr9,378,0,1,chr9_104,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000155886,SLC24A2,chr9,281585,270603,2,chr9_105,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232158,C11orf98P1,chr9,317,0,1,chr9_105,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000171843,MLLT3,chr9,280830,272765,9,chr9_106,876,0,0.000e+00,0.000e+00,386.9,0.0
ENSG00000263790,MIR4473,chr9,90,0,1,chr9_106,0,0,0.000e+00,0.000e+00,0.1,0.0
ENSG00000222202,RNU4-26P,chr9,106,0,1,chr9_106,0,0,0.000e+00,0.000e+00,0.1,0.0
ENSG00000264941,MIR4474,chr9,77,0,1,chr9_106,0,0,0.000e+00,0.000e+00,0.1,0.0
ENSG00000188352,FOCAD,chr9,337646,327948,16,chr9_107,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000227071,FOCAD-AS1,chr9,1384,964,2,chr9_107,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000207609,MIR491,chr9,83,0,1,chr9_107,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000202189,SNORA30B,chr9,128,0,1,chr9_107,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000188921,HACD4,chr9,32131,22977,2,chr9_108,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000230208,IFNNP1,chr9,552,0,1,chr9_109,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000171855,IFNB1,chr9,838,0,1,chr9_110,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000225027,IFNWP4,chr9,293,0,1,chr9_111,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000177047,IFNW1,chr9,1200,0,1,chr9_112,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137080,IFNA21,chr9,1023,0,1,chr9_113,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232281,IFNWP15,chr9,599,0,1,chr9_114,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000236637,IFNA4,chr9,969,0,1,chr9_115,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226597,IFNWP9,chr9,590,0,1,chr9_116,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000214042,IFNA7,chr9,736,0,1,chr9_117,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000186803,IFNA10,chr9,962,0,1,chr9_118,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223684,IFNWP18,chr9,590,0,1,chr9_119,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147885,IFNA16,chr9,938,0,1,chr9_120,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234829,IFNA17,chr9,979,0,1,chr9_121,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232138,IFNWP5,chr9,587,0,1,chr9_122,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000228083,IFNA14,chr9,1003,0,1,chr9_123,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000224416,IFNA22P,chr9,569,0,1,chr9_124,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147873,IFNA5,chr9,987,0,1,chr9_125,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226393,IFNA20P,chr9,527,0,1,chr9_126,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000198642,KLHL9,chr9,5739,0,1,chr9_127,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120235,IFNA6,chr9,703,0,2,chr9_128,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000233816,IFNA13,chr9,685,0,2,chr9_129,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000171889,MIR31HG,chr9,179818,163241,27,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000188379,IFNA2,chr9,1143,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231195,IFNA11P,chr9,525,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000235108,IFNA12P,chr9,570,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120242,IFNA8,chr9,1068,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000237691,IFNWP2,chr9,579,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000197919,IFNA1,chr9,877,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000238271,IFNWP19,chr9,565,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000184995,IFNE,chr9,1474,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000199177,MIR31,chr9,70,0,1,chr9_130,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000227443,H3P30,chr9,391,0,1,chr9_131,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229835,KHSRPP1,chr9,1767,0,1,chr9_132,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000244230,RN7SL151P,chr9,282,0,1,chr9_133,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000099810,MTAP,chr9,135015,120502,13,chr9_134,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229298,TUBB8P1,chr9,726,0,1,chr9_134,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000264801,ERVFRD-3,chr9,1616,0,1,chr9_134,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000224854,CDKN2A-DT,chr9,822,0,1,chr9_135,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147889,CDKN2A,chr9,27549,23674,14,chr9_136,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000240498,CDKN2B-AS1,chr9,133964,113570,28,chr9_136,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147883,CDKN2B,chr9,6402,2404,3,chr9_136,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215221,UBA52P6,chr9,381,0,1,chr9_136,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000176399,DMRTA1,chr9,8916,3332,1,chr9_137,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234840,LINC01239,chr9,178013,174451,3,chr9_138,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000236739,CLIC4P1,chr9,534,0,1,chr9_138,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000227607,SUMO2P2,chr9,254,0,1,chr9_139,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226626,NOP56P2,chr9,768,0,1,chr9_140,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107105,ELAVL2,chr9,136233,131105,8,chr9_141,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000205442,IZUMO3,chr9,2994,1707,3,chr9_142,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223088,RMRPP5,chr9,266,0,1,chr9_143,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000222693,RN7SKP120,chr9,340,0,1,chr9_144,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000198680,TUSC1,chr9,1475,0,1,chr9_145,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000236306,LINC01241,chr9,64553,61490,7,chr9_146,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000270683,FAM71BP1,chr9,522,0,1,chr9_147,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120159,CAAP1,chr9,52118,48966,7,chr9_148,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232466,H3P31,chr9,371,0,1,chr9_148,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000240306,RN7SL100P,chr9,292,0,1,chr9_149,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137055,PLAA,chr9,43870,38570,7,chr9_150,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000096872,IFT74,chr9,119095,111844,11,chr9_150,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234676,IFT74-AS1,chr9,515,112,1,chr9_150,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000184434,LRRC19,chr9,12536,8953,2,chr9_150,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120156,TEK,chr9,121033,116253,5,chr9_151,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223162,RNA5SP280,chr9,114,0,1,chr9_151,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000283945,LINC00032,chr9,32823,31793,1,chr9_152,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120160,EQTN,chr9,12496,11092,4,chr9_153,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000120162,MOB3B,chr9,204605,197490,2,chr9_154,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147896,IFNK,chr9,2208,1046,1,chr9_154,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000147894,C9orf72,chr9,38226,31225,8,chr9_155,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215441,CTAGE12P,chr9,2363,0,1,chr9_156,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000174482,LINGO2,chr9,1275984,1260513,9,chr9_157,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000224955,KCTD10P1,chr9,624,0,1,chr9_157,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215966,MIR876,chr9,80,0,1,chr9_157,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215939,MIR873,chr9,76,0,1,chr9_157,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000230097,ME2P1,chr9,1969,0,1,chr9_158,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000280683,LINC01242,chr9,186077,184115,1,chr9_159,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232060,SLC4A1APP1,chr9,601,0,1,chr9_159,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000239792,CDRT15P5,chr9,1002,451,1,chr9_160,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215210,RBMXP2,chr9,1167,0,1,chr9_161,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000235626,KRT18P66,chr9,1268,0,1,chr9_162,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226246,KRT18P36,chr9,1275,0,1,chr9_163,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000233278,RPS26P2,chr9,347,0,1,chr9_164,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000214020,FTLP4,chr9,492,0,1,chr9_165,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000228557,HSPA8P17,chr9,2487,1107,1,chr9_166,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232203,SLC25A6P2,chr9,876,0,1,chr9_167,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000260720,LINC01243,chr9,9879,9160,1,chr9_168,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226998,MTATP6P30,chr9,663,0,1,chr9_169,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229080,MTCO3P30,chr9,669,0,1,chr9_170,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000235148,HMGB3P23,chr9,584,0,1,chr9_171,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000252313,RNA5SP281,chr9,134,0,1,chr9_172,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000225347,SLC25A5P8,chr9,897,0,1,chr9_173,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000122729,ACO1,chr9,70166,62633,3,chr9_174,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107201,DDX58,chr9,70906,60581,10,chr9_175,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000197579,TOPORS,chr9,12042,7914,2,chr9_176,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000235453,SMIM27,chr9,17477,13575,7,chr9_176,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165264,NDUFB6,chr9,20183,18801,3,chr9_176,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000232303,DFFBP1,chr9,978,0,1,chr9_176,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000122728,TAF1L,chr9,6215,0,1,chr9_177,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000238001,SNRPCP1,chr9,457,0,1,chr9_178,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000188133,TMEM215,chr9,5661,321,1,chr9_179,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000137074,APTX,chr9,138529,122932,56,chr9_180,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000223807,BOLA3P4,chr9,399,0,1,chr9_180,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000237437,ASS1P12,chr9,1226,0,1,chr9_180,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000236184,TCEA1P4,chr9,843,0,1,chr9_180,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000225693,LAGE3P1,chr9,483,0,1,chr9_180,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000086061,DNAJA1,chr9,14634,11976,3,chr9_181,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000122692,SMU1,chr9,34909,27785,1,chr9_182,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000086062,B4GALT1,chr9,63274,58385,2,chr9_183,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000233554,B4GALT1-AS1,chr9,15917,12087,3,chr9_183,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000252224,RNU4ATAC15P,chr9,125,0,1,chr9_183,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000122711,SPINK4,chr9,30202,29557,2,chr9_184,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000107262,BAG1,chr9,16900,9838,11,chr9_184,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000086065,CHMP5,chr9,17191,14808,3,chr9_185,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000086102,NFX1,chr9,80645,73524,6,chr9_186,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165269,AQP7,chr9,19503,14259,19,chr9_187,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165272,AQP3,chr9,6440,3531,7,chr9_188,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000165271,NOL6,chr9,12577,6609,6,chr9_189,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000275651,MIR6851,chr9,66,0,1,chr9_189,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226823,SUGT1P1,chr9,7056,6585,1,chr9_190,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000230453,ANKRD18B,chr9,84597,76842,8,chr9_191,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234373,SNX18P7,chr9,634,0,1,chr9_191,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000226562,CYP4F26P,chr9,27179,23099,10,chr9_191,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000204982,PRSS3P4,chr9,161,0,1,chr9_192,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000205274,TRBV20OR9-2,chr9,663,330,1,chr9_193,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000231991,ANXA2P2,chr9,1019,0,1,chr9_194,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000183938,TRBV21OR9-2,chr9,465,100,1,chr9_195,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000234122,TRBV22OR9-2,chr9,135,0,1,chr9_196,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000229063,TRBV23OR9-2,chr9,459,126,1,chr9_197,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000215206,TRBV24OR9-2,chr9,567,134,1,chr9_198,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000240215,TRBV25OR9-2,chr9,497,125,1,chr9_199,0,0,0.000e+00,0.000e+00,0.0,0.0
ENSG00000293199,PTENP1,chr9,3995,0,1,chr9_200,0,0,0.000e+00,0.000e+00,0.0,0.0
