sample_id	data_type	clf_group	clf_name	feat_name	feat_value	cancer_type	data_value	rank	rank_group
subject_a.tumor	prob	rna	alt_sj			Myeloid: Acute myeloid leukemia		39	7
subject_a.tumor	prob	rna	alt_sj			Myeloid: Myeloproliferative neoplasm		40	7
subject_a.tumor	prob	rna	alt_sj			NET: Colorectum/Small intestine	0.0010859614631351245	28	7
subject_a.tumor	prob	rna	alt_sj			NET: Lung	0.002418077957651364	26	7
subject_a.tumor	prob	rna	alt_sj			NET: Pancreas	0.003809200951353808	24	7
subject_a.tumor	prob	rna	alt_sj			Prostate	0.0068892224208334405	18	7
subject_a.tumor	prob	rna	alt_sj			Skin: Melanoma	0.032170031226979284	7	7
subject_a.tumor	prob	rna	alt_sj			Skin: Other	0.00015431416378913862	33	7
subject_a.tumor	prob	rna	alt_sj			Thyroid gland	0.000837771381836276	30	7
subject_a.tumor	prob	rna	alt_sj			Urothelial tract	0.015417189072615632	13	7
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Anogenital	0.0	1	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.0	2	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: GIST	-inf	29	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: Leiomyosarcoma	0.0	3	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: Liposarcoma	0.0	4	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: Osteosarcoma	-inf	30	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: Undiff. sarcoma	-inf	31	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Bone/Soft tissue: Other	0.0	5	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Breast: Triple negative	-inf	32	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Breast: Other	0.0	6	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	CNS: Glioma	0.0	7	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	CNS: Medulloblastoma	0.0	8	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	CNS: Pilocytic astrocytoma	0.0	9	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Colorectum/Small intestine/Appendix	0.0	10	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Esophagus/Stomach	0.0	11	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Gynecologic: Endometrium	0.0	12	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Gynecologic: Ovary/Fallopian tube	0.0	13	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	HPB: Bile duct/Gallbladder	0.0	14	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	HPB: Liver	0.0	15	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	HPB: Pancreas	0.0	16	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Head and neck: Adenoid cystic	0.0	17	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Head and neck: Salivary gland	-inf	33	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Head and neck: Other	-inf	34	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Kidney: Chromophobe	0.0	18	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Kidney: Other	-inf	35	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Lung: Non-small cell: LUAD	-inf	36	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Lung: Non-small cell: LUSC	-inf	37	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Lung: Small cell	-inf	38	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Lymphoid tissue	0.0	19	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Mesothelium	0.0	20	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Myeloid: Acute myeloid leukemia	0.0	21	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Myeloid: Myeloproliferative neoplasm	0.0	22	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	NET: Colorectum/Small intestine	-inf	39	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	NET: Lung	-inf	40	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	NET: Pancreas	0.0	23	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Prostate	0.0	24	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Skin: Melanoma	0.0	25	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Skin: Other	0.0	26	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Thyroid gland	0.0	27	8
subject_a.tumor	sig_quantile			AID/APOBEC (SBS2/13)	0.0	Urothelial tract	0.0	28	8
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Anogenital	0.0	1	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.0	2	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: GIST	0.0	3	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Leiomyosarcoma	0.0	4	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Liposarcoma	0.0	5	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Osteosarcoma	0.0	6	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Undiff. sarcoma	0.0	7	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Bone/Soft tissue: Other	0.0	8	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Breast: Triple negative	0.0	9	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Breast: Other	0.0	10	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	CNS: Glioma	0.0	11	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	CNS: Medulloblastoma	0.0	12	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	CNS: Pilocytic astrocytoma	0.0	13	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Colorectum/Small intestine/Appendix	0.0	14	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Esophagus/Stomach	0.0	15	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Gynecologic: Endometrium	0.0	16	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Gynecologic: Ovary/Fallopian tube	0.0	17	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	HPB: Bile duct/Gallbladder	0.0	18	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	HPB: Liver	0.0	19	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	HPB: Pancreas	0.0	20	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Head and neck: Adenoid cystic	0.0	21	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Head and neck: Salivary gland	0.0	22	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Head and neck: Other	0.0	23	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Kidney: Chromophobe	0.0	24	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Kidney: Other	0.0	25	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Lung: Non-small cell: LUAD	0.0	26	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Lung: Non-small cell: LUSC	0.0	27	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Lung: Small cell	0.0	28	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Lymphoid tissue	0.0	29	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Mesothelium	0.0	30	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Myeloid: Acute myeloid leukemia	0.0	31	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Myeloid: Myeloproliferative neoplasm	0.0	32	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	NET: Colorectum/Small intestine	0.0	33	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	NET: Lung	0.0	34	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	NET: Pancreas	0.0	35	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Prostate	0.0	36	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Skin: Melanoma	0.0	37	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Skin: Other	0.0	38	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Thyroid gland	0.0	39	9
subject_a.tumor	sig_quantile			Smoking (SBS4)	0.0	Urothelial tract	0.0	40	9
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Anogenital	0.0	1	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.0	2	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: GIST	0.0	3	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: Leiomyosarcoma	0.0	4	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: Liposarcoma	0.0	5	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: Osteosarcoma	0.0	6	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: Undiff. sarcoma	0.0	7	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Bone/Soft tissue: Other	0.0	8	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Breast: Triple negative	0.0	9	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Breast: Other	0.0	10	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	CNS: Glioma	0.0	11	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	CNS: Medulloblastoma	0.0	12	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	CNS: Pilocytic astrocytoma	0.0	13	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Colorectum/Small intestine/Appendix	0.0	14	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Esophagus/Stomach	0.0	15	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Gynecologic: Endometrium	0.0	16	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Gynecologic: Ovary/Fallopian tube	0.0	17	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	HPB: Bile duct/Gallbladder	0.0	18	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	HPB: Liver	0.0	19	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	HPB: Pancreas	0.0	20	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Head and neck: Adenoid cystic	0.0	21	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Head and neck: Salivary gland	0.0	22	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Head and neck: Other	0.0	23	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Kidney: Chromophobe	0.0	24	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Kidney: Other	0.0	25	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Lung: Non-small cell: LUAD	0.0	26	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Lung: Non-small cell: LUSC	0.0	27	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Lung: Small cell	0.0	28	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Lymphoid tissue	0.0	29	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Mesothelium	0.0	30	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Myeloid: Acute myeloid leukemia	0.0	31	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Myeloid: Myeloproliferative neoplasm	0.0	32	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	NET: Colorectum/Small intestine	0.0	33	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	NET: Lung	0.0	34	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	NET: Pancreas	0.0	35	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Prostate	0.0	36	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Skin: Melanoma	0.0	37	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Skin: Other	0.0	38	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Thyroid gland	0.0	39	10
subject_a.tumor	sig_quantile			MMRD (SBS6)	0.0	Urothelial tract	0.0	40	10
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Anogenital	0.0	1	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Cartilaginous neoplasm	0.0	2	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: GIST	0.0	3	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Leiomyosarcoma	0.0	4	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Liposarcoma	0.0	5	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Osteosarcoma	0.0	6	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Undiff. sarcoma	0.0	7	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Bone/Soft tissue: Other	0.0	8	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Breast: Triple negative	0.0	9	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Breast: Other	0.0	10	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	CNS: Glioma	0.0	11	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	CNS: Medulloblastoma	0.0	12	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	CNS: Pilocytic astrocytoma	0.0	13	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Colorectum/Small intestine/Appendix	0.0	14	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Esophagus/Stomach	0.0	15	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Gynecologic: Endometrium	0.0	16	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Gynecologic: Ovary/Fallopian tube	0.0	17	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	HPB: Bile duct/Gallbladder	0.0	18	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	HPB: Liver	0.0	19	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	HPB: Pancreas	0.0	20	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Head and neck: Adenoid cystic	0.0	21	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Head and neck: Salivary gland	0.0	22	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Head and neck: Other	0.0	23	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Kidney: Chromophobe	0.0	24	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Kidney: Other	0.0	25	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Lung: Non-small cell: LUAD	0.0	26	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Lung: Non-small cell: LUSC	0.0	27	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Lung: Small cell	0.0	28	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Lymphoid tissue	0.0	29	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Mesothelium	0.0	30	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Myeloid: Acute myeloid leukemia	0.0	31	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Myeloid: Myeloproliferative neoplasm	0.0	32	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	NET: Colorectum/Small intestine	0.0	33	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	NET: Lung	0.0	34	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	NET: Pancreas	0.0	35	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Prostate	0.0	36	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Skin: Melanoma	0.0	37	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Skin: Other	0.0	38	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Thyroid gland	0.0	39	11
subject_a.tumor	sig_quantile			UV (SBS7)	0.0	Urothelial tract	0.0	40	11
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Anogenital	0.6340769903762029	33	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: Cartilaginous neoplasm	0.9951923076923077	4	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: GIST	0.8960418222554145	21	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: Leiomyosarcoma	0.8980176737520899	20	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: Liposarcoma	0.9008406244638875	19	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: Osteosarcoma	0.41449275362318844	38	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: Undiff. sarcoma	0.5751173708920188	37	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Bone/Soft tissue: Other	0.7695936139332366	27	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Breast: Triple negative	0.6577708006279436	32	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Breast: Other	0.7999187605176116	26	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	CNS: Glioma	inf	1	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	CNS: Medulloblastoma	0.9705325763719923	9	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	CNS: Pilocytic astrocytoma	0.9773627617430672	7	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Colorectum/Small intestine/Appendix	0.3077080172715603	39	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Esophagus/Stomach	0.07449978714346531	40	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Gynecologic: Endometrium	0.7501790189760115	28	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Gynecologic: Ovary/Fallopian tube	0.8158307210031347	25	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	HPB: Bile duct/Gallbladder	0.6220159151193634	34	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	HPB: Liver	0.9629870129870131	11	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	HPB: Pancreas	0.6793451133073775	31	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Head and neck: Adenoid cystic	1.3513513513513513	3	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Head and neck: Salivary gland	0.8465359477124182	24	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Head and neck: Other	0.7445045045045044	30	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Kidney: Chromophobe	0.9767819475734065	8	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Kidney: Other	0.9859534518455056	5	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Lung: Non-small cell: LUAD	0.7487648221343873	29	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Lung: Non-small cell: LUSC	0.929996832435857	13	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Lung: Small cell	0.856045604560456	23	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Lymphoid tissue	0.5925064599483204	35	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Mesothelium	0.9163011695906432	16	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Myeloid: Acute myeloid leukemia	0.914357947961656	18	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Myeloid: Myeloproliferative neoplasm	1.7857142857142858	2	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	NET: Colorectum/Small intestine	0.8570532915360501	22	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	NET: Lung	0.9780505769702923	6	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	NET: Pancreas	0.9667616334283001	10	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Prostate	0.9147252960590176	17	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Skin: Melanoma	0.916685280321644	15	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Skin: Other	0.9178266518188567	14	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Thyroid gland	0.9611332801276935	12	12
subject_a.tumor	sig_quantile			ROS/5FU (SBS17)	5.0	Urothelial tract	0.5810823754789272	36	12
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Anogenital	1.0	15	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: Cartilaginous neoplasm	69.4029344490145	4	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: GIST	1.0	16	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: Leiomyosarcoma	1.0	17	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: Liposarcoma	1.0005140260586614	11	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: Osteosarcoma	82.74820212864432	3	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: Undiff. sarcoma	1.000122024284562	13	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Bone/Soft tissue: Other	0.943715192028681	30	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Breast: Triple negative	1.0001511962125262	12	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Breast: Other	0.8034888810631673	31	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	CNS: Glioma	1.00001326803443	14	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	CNS: Medulloblastoma	191.49388918588824	2	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	CNS: Pilocytic astrocytoma	3091.1130544406274	1	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Colorectum/Small intestine/Appendix	0.9976379269199711	29	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Esophagus/Stomach	0.9998492647405175	25	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Gynecologic: Endometrium	1.0	18	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Gynecologic: Ovary/Fallopian tube	1.0	19	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	HPB: Bile duct/Gallbladder	0.9990909639264917	28	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	HPB: Liver	0.1642532044489644	33	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	HPB: Pancreas	1.0	20	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Head and neck: Adenoid cystic	1.0	21	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Head and neck: Salivary gland	1.0027511383002654	10	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Head and neck: Other	0.9993780686137917	27	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Kidney: Chromophobe	15.451139002453436	6	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Kidney: Other	0.41103546201956265	32	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Lung: Non-small cell: LUAD	0.009847033001231792	37	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Lung: Non-small cell: LUSC	0.018700326159076276	36	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Lung: Small cell	0.0008505603881344737	40	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Lymphoid tissue	1.0	22	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Mesothelium	1.0	23	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Myeloid: Acute myeloid leukemia	1.3456586067265646	8	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Myeloid: Myeloproliferative neoplasm	17.96088390296517	5	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	NET: Colorectum/Small intestine	0.04167810602157828	35	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	NET: Lung	0.10452796680110649	34	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	NET: Pancreas	1.2276711841082573	9	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Prostate	1.0	24	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Skin: Melanoma	0.004450772538185386	39	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Skin: Other	0.007407331810216852	38	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Thyroid gland	2.9854895260477976	7	13
subject_a.tumor	feat_contrib	dna	event	tmb.snv_count	103.0	Urothelial tract	0.9998202651754663	26	13
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Anogenital	1.0	3	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: Cartilaginous neoplasm	1.0	4	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: GIST	1.0	5	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: Leiomyosarcoma	1.0	6	14
subject_a.tumor	feat_contrib	dna	event	tmb.indels_per_mb	0.0	Bone/Soft tissue: Liposarcoma	1.0	7	14
